uvid,slave,pv1_voltage,pv2_voltage,pv3_voltage,pv4_voltage,pv5_voltage,pv6_voltage,pv1_current,pv2_current,pv3_current,pv4_current,pv5_current,pv6_current,pv1_power,pv2_power,pv3_power,daily_energy,total_energy,annual_energy,offline,recordedAt,Active_power_peak_of_current_day,Active_power,Device_status,Reactive_power,Power_factor,Inverter_efficiency,Cabinet_temperature,vers
1616746482179900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-21 08:43:55,0,0,0,0,0,0,,1
